diagnostic,period,domain,value,classification,units,interpretation
NMME_z200_anomaly,Aug,north_ethiopia,55.13604736328125,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,central_ethiopia,56.92875289916992,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,west_ethiopia,56.91212463378906,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,east_ethiopia,56.982120513916016,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,greater_horn,54.59540557861328,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,east_africa,55.472755432128906,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,atlantic_congo_ethiopia,54.33928680419922,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,congo_moisture_corridor,57.90468215942383,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,western_moisture_entry,57.56427764892578,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,western_indian_ocean,55.88182830810547,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,arabia_red_sea,50.394229888916016,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,north_africa_arabia,48.025146484375,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,tej_core,53.53395080566406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,somali_jet_box,57.34156799316406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Aug,turkana_corridor,58.35084533691406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,ethiopia,60.55434799194336,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,ethiopia_highlands_broad,60.07587432861328,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,north_ethiopia,58.13137435913086,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,central_ethiopia,60.78740692138672,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,west_ethiopia,61.03349685668945,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,east_ethiopia,60.959129333496094,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,greater_horn,58.748023986816406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,east_africa,60.249393463134766,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,atlantic_congo_ethiopia,59.09977722167969,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,congo_moisture_corridor,62.779293060302734,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,western_moisture_entry,62.277931213378906,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,western_indian_ocean,61.64627456665039,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,arabia_red_sea,51.58401107788086,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,north_africa_arabia,48.92173385620117,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,tej_core,56.849517822265625,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,somali_jet_box,62.2828254699707,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,Sep,turkana_corridor,63.46599197387695,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,ethiopia,50.243995666503906,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,ethiopia_highlands_broad,49.92357635498047,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,north_ethiopia,49.011844635009766,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,central_ethiopia,50.363216400146484,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,west_ethiopia,50.026031494140625,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,east_ethiopia,50.75060272216797,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,greater_horn,48.276676177978516,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,east_africa,49.302772521972656,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,atlantic_congo_ethiopia,48.39646530151367,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,congo_moisture_corridor,51.178504943847656,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,western_moisture_entry,50.65211486816406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,western_indian_ocean,50.356388092041016,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,arabia_red_sea,44.66987228393555,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,north_africa_arabia,40.48756408691406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,tej_core,48.230167388916016,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,somali_jet_box,50.95927429199219,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJA,turkana_corridor,51.622581481933594,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,ethiopia,52.82157897949219,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,ethiopia_highlands_broad,52.461647033691406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,north_ethiopia,51.29172134399414,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,central_ethiopia,52.969261169433594,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,west_ethiopia,52.77789306640625,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,east_ethiopia,53.302734375,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,greater_horn,50.894508361816406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,east_africa,52.0394287109375,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,atlantic_congo_ethiopia,51.07230758666992,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,congo_moisture_corridor,54.07870101928711,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,western_moisture_entry,53.558570861816406,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,western_indian_ocean,53.17885971069336,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,arabia_red_sea,46.39841079711914,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,north_africa_arabia,42.59611129760742,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,tej_core,50.385005950927734,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,somali_jet_box,53.790164947509766,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
NMME_z200_anomaly,JJAS,turkana_corridor,54.583431243896484,positive_height_anomaly,m,z200 anomaly provides upper-level circulation context. Positive anomalies may indicate ridging/subsidence-supporting circulation depending on location.
